TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor
1463751845.42174, 0, 1, 6, 161.28, 580.7, 133.05, 22, 147, 150, 33, 3.772, 58, 10.13, 1.36, 750, 1750, 0, 74.3, 136.5, 105
1463751848.21175, 0, 1, 7, 164.07, 591.2, 132.91, 22, 147, 151, 33, 3.776, 59, 10.14, 1.36, 750, 1730, 0, 73.1, 126.8, 105
1463751850.91232, 0, 1, 8, 166.76, 601.4, 133.04, 22, 147, 150, 34, 3.772, 60, 10.13, 1.39, 760, 1740, 0, 76.2, 138, 105
1463751853.58226, 0, 1, 9, 169.41, 611.4, 132.15, 23, 147, 153, 34, 3.797, 61, 10.06, 1.33, 730, 1740, 0, 73, 123.9, 105
1463751856.34119, 0, 1, 10, 172.15, 621.8, 132.8, 23, 147, 151, 35, 3.779, 62, 10.07, 1.36, 740, 1810, 0, 79.3, 132.7, 105
1463751859.01181, 0, 1, 11, 174.85, 632.1, 131.73, 22, 147, 155, 36, 3.81, 63, 10.35, 1.33, 720, 1790, 0, 78.8, 131, 105
1463751861.68183, 0, 1, 12, 177.52, 642.3, 131.93, 22, 147, 154, 36, 3.804, 64, 10.34, 1.36, 740, 1750, 0, 78.5, 136.6, 105
1463751864.26136, 0, 1, 13, 180.02, 652, 131.02, 23, 148, 157, 37, 3.83, 65, 10.13, 1.33, 710, 1750, 0, 82.3, 139.5, 105
1463751867.14121, 0, 1, 14, 182.81, 662.7, 129.7, 23, 148, 162, 38, 3.869, 66, 10.19, 1.36, 720, 1760, 0, 80.4, 136.5, 105
1463751869.63237, 0, 1, 15, 185.49, 673.1, 129.62, 23, 148, 163, 38, 3.872, 67, 10.27, 1.33, 710, 1780, 0, 81.5, 139.8, 105
1463751872.39166, 0, 1, 16, 188.19, 683.6, 129.53, 22, 149, 163, 39, 3.874, 68, 10.42, 1.36, 720, 1780, 0, 81, 139.9, 105
1463751875.00518, 0, 1, 17, 190.84, 693.8, 129.72, 22, 149, 162, 39, 3.869, 69, 10.33, 1.33, 710, 1770, 0, 82.3, 140.9, 105
1463751877.55146, 0, 1, 18, 193.38, 703.8, 129.24, 22, 149, 164, 40, 3.883, 70, 10.41, 1.36, 720, 1770, 0, 79.9, 142.6, 104
1463751880.37519, 0, 1, 19, 196.21, 714.7, 129.72, 23, 150, 162, 41, 3.869, 71, 10.19, 1.3, 690, 1830, 0, 83.5, 144.1, 105
1463751883.04126, 0, 1, 20, 198.87, 724.9, 129.66, 22, 150, 162, 41, 3.871, 72, 10.62, 1.36, 730, 1740, 0, 77.9, 132.4, 105
1463751885.74615, 0, 1, 21, 201.55, 735.2, 130.6, 23, 151, 159, 42, 3.842, 73, 10.2, 1.36, 730, 1760, 0, 77.5, 139.3, 105
1463751888.4131, 0, 1, 22, 204.2, 745.4, 130.73, 22, 151, 158, 43, 3.839, 74, 10.28, 1.36, 730, 1740, 0, 82.6, 147.9, 105
1463751891.11179, 0, 1, 23, 206.92, 756, 129.16, 23, 151, 164, 43, 3.886, 75, 10.28, 1.36, 720, 1810, 0, 81.5, 142, 105
1463751893.75211, 0, 1, 24, 209.59, 766.3, 129.43, 22, 150, 163, 44, 3.877, 76, 10.56, 1.36, 730, 1750, 0, 77.9, 136.6, 105
1463751896.39214, 0, 1, 25, 212.22, 776.5, 130.05, 22, 150, 161, 45, 3.859, 77, 10.35, 1.39, 740, 1710, 0, 78.6, 139.7, 105
1463751899.03209, 0, 1, 26, 214.89, 786.9, 129.53, 23, 150, 163, 45, 3.875, 78, 10.13, 1.36, 720, 1750, 0, 81.3, 145.7, 105
1463751901.70518, 0, 1, 27, 217.55, 797.2, 129.08, 22, 150, 165, 46, 3.888, 79, 10.42, 1.39, 740, 1730, 0, 79.6, 144, 105
1463751904.40509, 0, 1, 28, 220.25, 807.8, 128.8, 23, 150, 166, 46, 3.896, 80, 10.34, 1.39, 740, 1770, 0, 80.8, 139.1, 105
1463751907.102, 0, 1, 29, 222.93, 818.2, 128.68, 23, 150, 166, 47, 3.9, 81, 10.34, 1.33, 700, 1820, 0, 85.1, 145.4, 105
1463751909.65188, 0, 1, 30, 225.5, 828.4, 128.24, 22, 150, 168, 48, 3.914, 82, 10.69, 1.39, 730, 1820, 0, 84, 147, 105
1463751912.44192, 0, 1, 31, 228.29, 839.2, 127.93, 23, 150, 169, 48, 3.923, 83, 10.4, 1.36, 720, 1770, 0, 79.7, 144, 105
1463751915.082, 0, 1, 32, 230.94, 849.6, 128.83, 23, 151, 166, 49, 3.896, 84, 10.26, 1.3, 680, 1780, 0, 88.8, 158.7, 105
1463751917.75525, 0, 1, 33, 233.59, 860.1, 127.25, 22, 151, 172, 50, 3.944, 85, 10.56, 1.36, 710, 1780, 0, 85.6, 154.7, 105
1463751920.33134, 0, 1, 34, 236.17, 870.3, 127.25, 22, 152, 172, 50, 3.944, 86, 10.56, 1.36, 720, 1780, 0, 81.9, 141, 105
1463751923.12135, 0, 1, 35, 238.95, 881.1, 128.02, 22, 152, 169, 51, 3.92, 87, 10.49, 1.36, 720, 1780, 0, 82.6, 142.2, 105
1463751925.85197, 0, 1, 36, 241.69, 891.7, 128.47, 23, 152, 167, 52, 3.906, 88, 10.41, 1.33, 700, 1850, 0, 81.5, 134, 105
1463751928.52133, 0, 1, 37, 244.36, 902.1, 129.31, 22, 152, 164, 52, 3.881, 89, 10.63, 1.33, 700, 1850, 0, 85, 148.5, 105
1463751931.43215, 0, 1, 38, 247.24, 913.1, 129.97, 22, 152, 161, 53, 3.861, 90, 10.75, 1.33, 710, 1870, 0, 80.8, 142.4, 105
1463751934.22225, 0, 1, 39, 250.04, 923.9, 130.9, 22, 153, 158, 54, 3.834, 91, 10.69, 1.36, 730, 1880, 0, 82.1, 139.9, 105
1463751937.04198, 0, 1, 40, 252.87, 934.6, 130.75, 21, 154, 158, 54, 3.838, 92, 10.83, 1.39, 750, 1890, 0, 76.4, 137.2, 105
1463751939.86195, 0, 1, 41, 255.69, 945.4, 132, 21, 154, 154, 55, 3.802, 93, 10.68, 1.36, 730, 1900, 0, 81.5, 138.3, 105
1463751942.65237, 0, 1, 42, 258.49, 956, 131.82, 21, 155, 155, 56, 3.807, 94, 10.76, 1.36, 740, 1870, 0, 78.9, 130.3, 105
1463751945.53133, 0, 1, 43, 261.32, 966.7, 132.61, 21, 155, 152, 56, 3.784, 95, 10.62, 1.36, 750, 1890, 0, 74.9, 122.8, 105
1463751948.29206, 0, 1, 44, 264.12, 977.4, 133.01, 21, 156, 150, 57, 3.773, 96, 10.56, 1.33, 720, 1890, 0, 85.5, 153.3, 105
1463751951.11195, 0, 1, 45, 266.94, 988.1, 131.08, 21, 156, 157, 58, 3.828, 97, 10.78, 1.36, 730, 1900, 0, 80.4, 143.2, 105
1463751953.93205, 0, 1, 46, 269.76, 998.8, 131.61, 21, 156, 155, 58, 3.813, 98, 10.78, 1.36, 740, 1890, 0, 78.7, 146.2, 105
1463751956.8423, 0, 1, 47, 272.64, 1009.6, 132.75, 21, 156, 151, 59, 3.78, 99, 10.7, 1.36, 750, 1930, 0, 76, 127.5, 105
1463751959.75208, 0, 2, 0, 275.58, 1020.6, 133.89, 21, 156, 147, 59, 3.748, 100, 10.77, 1.36, 750, 2000, 0, 78.1, 131.1, 105
1463751962.69205, 0, 2, 1, 278.49, 1031.5, 134.57, 20, 156, 145, 60, 3.729, 101, 11.05, 1.39, 770, 1950, 0, 76.1, 133, 105
1463751965.632, 0, 2, 2, 281.45, 1042.5, 134.79, 21, 156, 144, 61, 3.723, 102, 10.78, 1.36, 750, 2000, 0, 78.5, 147.8, 105
1463751968.51212, 0, 2, 3, 284.34, 1053.3, 134.74, 20, 155, 145, 61, 3.724, 103, 10.97, 1.36, 750, 1950, 0, 80.2, 142.5, 105
1463751971.42132, 0, 2, 4, 287.24, 1064.1, 133.93, 21, 155, 147, 62, 3.747, 104, 10.9, 1.39, 770, 1950, 0, 77.5, 132.8, 105
1463751974.45137, 0, 2, 5, 290.29, 1075.3, 135.48, 20, 155, 142, 63, 3.704, 105, 11.13, 1.33, 750, 2060, 0, 74.3, 119.4, 105
1463751977.39171, 0, 2, 6, 293.22, 1086.1, 137.54, 20, 155, 136, 63, 3.648, 106, 11.06, 1.33, 750, 2090, 0, 80.2, 136.2, 105
1463751980.48204, 0, 2, 7, 296.31, 1097.5, 135.9, 21, 155, 141, 64, 3.692, 107, 10.78, 1.33, 740, 2060, 0, 83.4, 139.7, 105
1463751983.42202, 0, 2, 8, 299.27, 1108.5, 134.4, 20, 155, 146, 65, 3.733, 108, 11.19, 1.36, 750, 2010, 0, 78, 134.6, 105
1463751986.30127, 0, 2, 9, 302.13, 1119.2, 135.34, 20, 155, 143, 65, 3.707, 109, 10.98, 1.36, 750, 2010, 0, 78.1, 137.1, 105
1463751989.42192, 0, 2, 10, 305.24, 1130.6, 135.35, 20, 155, 143, 66, 3.707, 110, 10.99, 1.36, 760, 2050, 0, 79.5, 135.4, 105
1463751992.36398, 0, 2, 11, 308.12, 1141.3, 135.34, 20, 155, 143, 67, 3.707, 111, 11.05, 1.33, 740, 1960, 0, 78.7, 138.3, 105
1463751995.30195, 0, 2, 12, 311.13, 1152.4, 135.46, 21, 155, 142, 67, 3.704, 112, 10.69, 1.33, 740, 2070, 0, 77, 131.4, 105
1463751998.27184, 0, 2, 13, 314.09, 1163.3, 136.71, 20, 155, 138, 68, 3.67, 113, 11.04, 1.33, 740, 2030, 0, 78.8, 138.7, 105
1463752001.06131, 0, 2, 14, 316.89, 1173.8, 136, 20, 154, 141, 69, 3.69, 114, 10.98, 1.36, 750, 2030, 0, 81.2, 146.7, 105
1463752004.00234, 0, 2, 15, 319.82, 1184.8, 134.28, 21, 154, 146, 69, 3.737, 115, 10.83, 1.36, 750, 1960, 0, 80.1, 141.3, 105
1463752007.00188, 0, 2, 16, 322.82, 1195.8, 134.32, 21, 153, 146, 70, 3.736, 116, 10.9, 1.33, 740, 1960, 0, 76.1, 130.8, 105
1463752009.94202, 0, 2, 17, 325.73, 1206.6, 135.75, 21, 152, 141, 70, 3.696, 117, 10.76, 1.36, 760, 1960, 0, 76, 134, 105
1463752012.91198, 0, 2, 18, 328.64, 1217.3, 135.86, 21, 153, 141, 71, 3.693, 118, 10.76, 1.36, 760, 1950, 0, 74.5, 138.6, 105
1463752015.67198, 0, 2, 19, 331.5, 1227.8, 136.31, 21, 152, 140, 72, 3.681, 119, 10.7, 1.36, 760, 1910, 0, 74.9, 134.9, 105
1463752018.5521, 0, 2, 20, 334.38, 1238.7, 135.4, 21, 152, 143, 72, 3.706, 120, 10.55, 1.36, 740, 1940, 0, 83.9, 150, 105
1463752021.46551, 0, 2, 21, 337.31, 1249.5, 133.47, 21, 151, 149, 73, 3.759, 121, 10.76, 1.33, 740, 1980, 0, 73.8, 133.9, 105
1463752024.37134, 0, 2, 22, 340.19, 1260.1, 135.95, 20, 151, 141, 74, 3.691, 122, 10.84, 1.36, 760, 1950, 0, 75.7, 145.7, 105
1463752027.2858, 0, 2, 23, 343.09, 1270.9, 135.78, 21, 151, 141, 74, 3.695, 123, 10.7, 1.36, 750, 1950, 0, 79, 133.7, 105
1463752030.19206, 0, 2, 24, 346.01, 1281.8, 134.69, 21, 150, 145, 75, 3.725, 124, 10.7, 1.33, 730, 2000, 0, 77.6, 133.2, 105
1463752033.16135, 0, 2, 25, 348.98, 1292.7, 135.52, 20, 151, 142, 76, 3.703, 125, 10.9, 1.36, 760, 2000, 0, 76.9, 138, 105
1463752036.04232, 0, 2, 26, 351.88, 1303.4, 135.89, 20, 151, 141, 76, 3.692, 126, 10.97, 1.39, 780, 1950, 0, 74.6, 128.7, 105
1463752038.95205, 0, 2, 27, 354.78, 1314.3, 135.79, 21, 151, 141, 77, 3.695, 127, 10.7, 1.36, 760, 1960, 0, 80.5, 134.4, 105
1463752041.92207, 0, 2, 28, 357.74, 1325.2, 134.32, 21, 151, 146, 78, 3.736, 128, 10.76, 1.33, 740, 2030, 0, 77.6, 140.2, 104
1463752044.83212, 0, 2, 29, 360.65, 1336.1, 135.28, 20, 152, 143, 78, 3.709, 129, 11.03, 1.36, 750, 1950, 0, 78.3, 136.7, 105
1463752047.74536, 0, 2, 30, 363.57, 1346.9, 134.82, 21, 152, 144, 79, 3.722, 130, 10.84, 1.39, 770, 1980, 0, 75.5, 137.3, 105
1463752050.6513, 0, 2, 31, 366.43, 1357.4, 135.8, 20, 152, 141, 79, 3.695, 131, 10.84, 1.36, 760, 1900, 0, 72.1, 123.7, 105
1463752053.50196, 0, 2, 32, 369.34, 1368.1, 136.8, 21, 152, 138, 80, 3.668, 132, 10.42, 1.33, 750, 1960, 0, 77, 132.7, 105
1463752056.41211, 0, 2, 33, 372.25, 1379, 135.59, 20, 152, 142, 81, 3.701, 133, 10.83, 1.39, 770, 1930, 0, 79.2, 137.2, 105
1463752059.29147, 0, 2, 34, 375.11, 1389.5, 134.69, 21, 153, 145, 81, 3.725, 134, 10.62, 1.3, 720, 1960, 0, 72.7, 127.2, 105
1463752062.11135, 0, 2, 35, 377.94, 1399.9, 136.99, 21, 152, 138, 82, 3.663, 135, 10.62, 1.33, 750, 1960, 0, 76.3, 127.9, 105
1463752065.05127, 0, 2, 36, 380.87, 1410.7, 136.7, 20, 152, 139, 83, 3.67, 136, 10.9, 1.39, 780, 1990, 0, 74.4, 133.8, 105
1463752068.11299, 0, 2, 37, 383.95, 1422, 136.45, 20, 152, 139, 83, 3.677, 137, 10.77, 1.39, 780, 1990, 0, 75.3, 131.3, 105
1463752070.99214, 0, 2, 38, 386.83, 1432.8, 135.88, 20, 151, 141, 84, 3.693, 138, 10.85, 1.36, 750, 1940, 0, 80.9, 140.3, 105
1463752073.96124, 0, 2, 39, 389.75, 1443.6, 134.41, 21, 151, 146, 85, 3.733, 139, 10.76, 1.36, 750, 1970, 0, 75.4, 128, 105
1463752076.84275, 0, 2, 40, 392.67, 1454.4, 135.31, 20, 152, 143, 85, 3.708, 140, 10.9, 1.39, 770, 1950, 0, 76.4, 137.5, 105
1463752079.75179, 0, 2, 41, 395.54, 1465.1, 135.13, 21, 151, 143, 86, 3.713, 141, 10.62, 1.3, 720, 1960, 0, 80.7, 136.6, 105
1463752082.60215, 0, 2, 42, 398.41, 1475.9, 134.54, 21, 152, 145, 86, 3.73, 142, 10.76, 1.33, 730, 1930, 0, 82, 144.3, 105
1463752085.45516, 0, 2, 43, 401.29, 1486.6, 133.68, 21, 152, 148, 87, 3.754, 143, 10.7, 1.33, 730, 1970, 0, 76.4, 132, 105
1463752088.39192, 0, 2, 44, 404.22, 1497.4, 135.4, 21, 153, 143, 88, 3.706, 144, 10.77, 1.33, 740, 1990, 0, 75.1, 129.2, 105
1463752091.33566, 0, 2, 45, 407.14, 1508.2, 136.38, 20, 153, 140, 88, 3.679, 145, 10.85, 1.36, 760, 1970, 0, 79.5, 139.2, 105
1463752094.27189, 0, 3, 0, 410.1, 1519.2, 135.05, 20, 154, 144, 89, 3.716, 146, 10.92, 1.39, 770, 1990, 0, 76.7, 135.2, 105
1463752097.24196, 0, 3, 1, 413.03, 1530, 135.13, 21, 154, 143, 90, 3.713, 147, 10.84, 1.33, 740, 2000, 0, 77.2, 133, 105
1463752100.12313, 0, 3, 2, 415.96, 1540.9, 135.78, 20, 153, 141, 90, 3.695, 148, 10.97, 1.39, 770, 1960, 0, 76.2, 127.5, 105
1463752102.91121, 0, 3, 3, 418.72, 1551.3, 135.13, 21, 153, 143, 91, 3.713, 149, 10.76, 1.36, 750, 1960, 0, 80.3, 141.2, 105
1463752106.00191, 0, 3, 4, 421.78, 1562.6, 134.35, 21, 153, 146, 92, 3.735, 150, 10.76, 1.36, 760, 2000, 0, 74.5, 127.9, 105
1463752108.91173, 0, 3, 5, 424.71, 1573.3, 135.91, 20, 153, 141, 92, 3.692, 151, 10.91, 1.36, 760, 1980, 0, 74.1, 128.4, 105
1463752111.85327, 0, 3, 6, 427.64, 1584.2, 136.45, 20, 152, 139, 93, 3.677, 152, 10.77, 1.36, 760, 1980, 0, 81.1, 142, 105
1463752114.61118, 0, 3, 7, 430.42, 1594.6, 134.54, 21, 152, 145, 94, 3.73, 153, 10.91, 1.36, 750, 1980, 0, 77.7, 137.1, 105
1463752117.73244, 0, 3, 8, 433.53, 1606, 135.12, 21, 152, 143, 94, 3.713, 154, 10.83, 1.36, 760, 2010, 0, 73.1, 125.6, 105
1463752120.46199, 0, 3, 9, 436.3, 1616.2, 136.93, 20, 152, 138, 95, 3.664, 155, 10.84, 1.33, 750, 2010, 0, 75.8, 130.9, 105
1463752123.52153, 0, 3, 10, 439.32, 1627.4, 136.23, 21, 152, 140, 95, 3.683, 156, 10.63, 1.36, 750, 1970, 0, 80.1, 143.6, 105
1463752126.40141, 0, 3, 11, 442.16, 1638, 134.93, 21, 152, 144, 96, 3.719, 157, 10.84, 1.36, 760, 1970, 0, 76.8, 136.7, 105
1463752129.4022, 0, 3, 12, 445.21, 1649.2, 135.32, 20, 151, 143, 97, 3.708, 158, 10.85, 1.33, 740, 2020, 0, 78.9, 135.8, 105
1463752132.34196, 0, 3, 13, 448.16, 1660.2, 135.38, 20, 152, 143, 97, 3.706, 159, 10.92, 1.33, 740, 2020, 0, 79.3, 137.7, 105
1463752135.22199, 0, 3, 14, 451.04, 1670.8, 135.72, 20, 151, 142, 98, 3.697, 160, 10.97, 1.36, 760, 1910, 0, 74.8, 131.4, 105
