TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor
1463751893.75211,0,1,24,209.59,766.3,129.43,22,150,163,44,3.877,76,10.56,1.36,730,1750,0,77.9,136.6,105
1463751896.39214,0,1,25,212.22,776.5,130.05,22,150,161,45,3.859,77,10.35,1.39,740,1710,0,78.6,139.7,105
1463751899.03209,0,1,26,214.89,786.9,129.53,23,150,163,45,3.875,78,10.13,1.36,720,1750,0,81.3,145.7,105
1463751901.70518,0,1,27,217.55,797.2,129.08,22,150,165,46,3.888,79,10.42,1.39,740,1730,0,79.6,144,105
1463751904.40509,0,1,28,220.25,807.8,128.8,23,150,166,46,3.896,80,10.34,1.39,740,1770,0,80.8,139.1,105
1463751907.102,0,1,29,222.93,818.2,128.68,23,150,166,47,3.9,81,10.34,1.33,700,1820,0,85.1,145.4,105
1463751909.65188,0,1,30,225.5,828.4,128.24,22,150,168,48,3.914,82,10.69,1.39,730,1820,0,84,147,105
1463751912.44192,0,1,31,228.29,839.2,127.93,23,150,169,48,3.923,83,10.4,1.36,720,1770,0,79.7,144,105
1463751915.082,0,1,32,230.94,849.6,128.83,23,151,166,49,3.896,84,10.26,1.3,680,1780,0,88.8,158.7,105
1463751917.75525,0,1,33,233.59,860.1,127.25,22,151,172,50,3.944,85,10.56,1.36,710,1780,0,85.6,154.7,105
1463751920.33134,0,1,34,236.17,870.3,127.25,22,152,172,50,3.944,86,10.56,1.36,720,1780,0,81.9,141,105
1463751923.12135,0,1,35,238.95,881.1,128.02,22,152,169,51,3.92,87,10.49,1.36,720,1780,0,82.6,142.2,105
1463751925.85197,0,1,36,241.69,891.7,128.47,23,152,167,52,3.906,88,10.41,1.33,700,1850,0,81.5,134,105
1463751928.52133,0,1,37,244.36,902.1,129.31,22,152,164,52,3.881,89,10.63,1.33,700,1850,0,85,148.5,105
1463751931.43215,0,1,38,247.24,913.1,129.97,22,152,161,53,3.861,90,10.75,1.33,710,1870,0,80.8,142.4,105
1463751934.22225,0,1,39,250.04,923.9,130.9,22,153,158,54,3.834,91,10.69,1.36,730,1880,0,82.1,139.9,105
1463751937.04198,0,1,40,252.87,934.6,130.75,21,154,158,54,3.838,92,10.83,1.39,750,1890,0,76.4,137.2,105
1463751939.86195,0,1,41,255.69,945.4,132,21,154,154,55,3.802,93,10.68,1.36,730,1900,0,81.5,138.3,105
1463751942.65237,0,1,42,258.49,956,131.82,21,155,155,56,3.807,94,10.76,1.36,740,1870,0,78.9,130.3,105
1463751945.53133,0,1,43,261.32,966.7,132.61,21,155,152,56,3.784,95,10.62,1.36,750,1890,0,74.9,122.8,105
1463751948.29206,0,1,44,264.12,977.4,133.01,21,156,150,57,3.773,96,10.56,1.33,720,1890,0,85.5,153.3,105
1463751951.11195,0,1,45,266.94,988.1,131.08,21,156,157,58,3.828,97,10.78,1.36,730,1900,0,80.4,143.2,105
1463751953.93205,0,1,46,269.76,998.8,131.61,21,156,155,58,3.813,98,10.78,1.36,740,1890,0,78.7,146.2,105
1463751956.8423,0,1,47,272.64,1009.6,132.75,21,156,151,59,3.78,99,10.7,1.36,750,1930,0,76,127.5,105
1463751959.75208,0,2,0,275.58,1020.6,133.89,21,156,147,59,3.748,100,10.77,1.36,750,2000,0,78.1,131.1,105
1463751962.69205,0,2,1,278.49,1031.5,134.57,20,156,145,60,3.729,101,11.05,1.39,770,1950,0,76.1,133,105
1463751965.632,0,2,2,281.45,1042.5,134.79,21,156,144,61,3.723,102,10.78,1.36,750,2000,0,78.5,147.8,105
1463751968.51212,0,2,3,284.34,1053.3,134.74,20,155,145,61,3.724,103,10.97,1.36,750,1950,0,80.2,142.5,105
1463751971.42132,0,2,4,287.24,1064.1,133.93,21,155,147,62,3.747,104,10.9,1.39,770,1950,0,77.5,132.8,105
1463751974.45137,0,2,5,290.29,1075.3,135.48,20,155,142,63,3.704,105,11.13,1.33,750,2060,0,74.3,119.4,105
1463751977.39171,0,2,6,293.22,1086.1,137.54,20,155,136,63,3.648,106,11.06,1.33,750,2090,0,80.2,136.2,105
